Order Date,Ship_mod,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
1/2/2024,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,35.712,8,0.2,2.232
12/22/2024,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,551.985,5,0.7,-459.9875
1/13/2021,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,7.056,3,0.2,2.205
12/17/2024,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,18.72,2,0.2,3.51
6/9/2021,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Storage,360.38,2,0,93.6988
2/9/2023,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Art,11.16,2,0,2.79
5/14/2022,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,14.94,3,0,6.8724
7/23/2023,Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,41.96,2,0,7.9724
11/21/2023,Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,636.86,7,0,0
6/10/2024,Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Technology,Phones,499.99,1,0,129.9974
8/11/2022,Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Technology,Phones,1259.93,7,0,327.5818
9/25/2024,Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Binders,65.08,4,0,31.8892
4/17/2022,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,26.38,1,0,12.1348
10/25/2021,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,71.97,3,0,16.5531
7/8/2022,Same Day,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,129.98,2,0,62.3904
2/12/2023,Same Day,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,32.54,2,0,15.9446
9/4/2023,Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Technology,Phones,10.9,1,0,3.052
5/1/2024,Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Technology,Accessories,59.98,2,0,25.1916
11/25/2021,Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Appliances,61.929,1,0.1,23.3954
3/19/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.52,4,0,7.5992
10/3/2024,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,60.12,9,0,28.8576
10/5/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,49.536,3,0.2,17.3376
12/19/2021,Same Day,Consumer,United States,Rock Hill,South Carolina,29730,South,Office Supplies,Fasteners,11.85,3,0,3.792
12/10/2024,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,118.25,5,0,34.2925
10/18/2022,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Chairs,368.97,3,0,81.1734
12/10/2024,Second Class,Corporate,United States,Inglewood,California,90301,West,Furniture,Furnishings,198.46,2,0,99.23
9/5/2024,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Appliances,321.92,4,0,96.576
8/16/2024,Second Class,Corporate,United States,Inglewood,California,90301,West,Technology,Copiers,879.984,2,0.2,329.994
5/1/2023,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Supplies,28.4,5,0,8.236
3/12/2024,Second Class,Corporate,United States,Inglewood,California,90301,West,Furniture,Chairs,230.28,3,0.2,23.028
11/4/2024,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,116.28,3,0,56.9772
1/29/2022,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Binders,841.568,2,0.2,294.5488
2/25/2021,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Storage,354.9,5,0,17.745
4/14/2022,First Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,42.784,7,0.2,15.5092
7/20/2023,First Class,Corporate,United States,Odessa,Texas,79762,Central,Furniture,Chairs,563.43,5,0.3,-56.343
3/11/2023,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,111.104,7,0.2,8.3328
4/28/2021,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.68,2,0,5.4896
3/31/2023,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,16.9,2,0,5.07
9/12/2021,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,24.4,2,0,10.248
1/9/2023,Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,87.6,5,0,42.048
4/22/2023,Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Furniture,Bookcases,241.96,2,0,24.196
7/20/2023,Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Office Supplies,Binders,8.52,3,0,4.1748
8/26/2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396
8/20/2022,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Tables,99.372,2,0.3,-1.4196
9/19/2023,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,1.344,1,0.2,0.504
12/31/2023,Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,119.96,5,0.2,11.996
3/26/2024,Second Class,Corporate,United States,Hialeah,Florida,33012,South,Furniture,Chairs,1013.832,9,0.2,101.3832
5/3/2022,Second Class,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Fasteners,1.984,2,0.2,0.6696
9/12/2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,2003.52,6,0.2,-325.572
4/29/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,82.368,2,0.2,-19.5624
2/10/2023,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Accessories,62.91,3,0,22.6476
7/5/2021,Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Fasteners,6.912,3,0.2,2.3328
9/21/2022,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,383.976,3,0.2,81.5949
10/3/2021,Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,10.368,2,0.2,3.6288
2/17/2023,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,335.944,7,0.2,41.993
5/27/2024,Standard Class,Home Office,United States,Chula Vista,California,91911,West,Furniture,Furnishings,665.88,6,0,106.5408
12/10/2024,Second Class,Home Office,United States,Miami,Florida,33180,South,Technology,Phones,71.976,3,0.2,8.997
10/15/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,37.94,2,0,18.2112
3/24/2021,Standard Class,Home Office,United States,Manhattan,Kansas,66502,Central,Technology,Phones,273.96,2,0,10.9584
11/29/2021,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,269.982,3,0.4,40.4973
6/3/2021,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,8.904,3,0.2,3.339
1/15/2024,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,720.064,4,0.2,-63.0056
12/9/2024,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,41.424,2,0.2,8.2848
3/21/2023,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.132,2,0.7,-2.61
9/16/2021,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,1085.42,7,0,282.2092
1/31/2021,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,3.912,1,0.2,1.0269
11/27/2024,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,62.376,3,0.2,7.0173
4/8/2022,Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,29.05,5,0,9.0055
6/13/2021,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,180.96,6,0.2,67.86
9/16/2021,First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,4.419,3,0.7,-3.3879
1/8/2022,First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Art,16.032,6,0.2,2.2044
8/17/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,29.79,3,0,12.5118
7/26/2024,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,57.23,1,0,14.3075
2/6/2022,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,333,3,0.2,-16.65
10/2/2023,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,36.44,4,0,12.0252
4/5/2021,First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Paper,251.64,3,0.2,88.074
1/15/2021,First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Tables,523.764,3,0.4,-192.0468
3/22/2021,First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Technology,Phones,1359.96,5,0.2,118.9965
9/10/2024,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,102.592,1,0.2,10.2592
4/30/2023,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,22.704,1,0.2,5.9598
3/22/2024,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,93.024,3,0.2,33.7212
2/1/2021,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Supplies,12.768,2,0.2,1.4364
2/2/2021,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,35.008,4,0.2,13.128
5/25/2024,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,39.152,1,0.2,14.682
5/30/2021,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Art,11.76,5,0.2,1.323
8/16/2021,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,5.238,2,0.7,-4.0158
1/29/2023,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,4.662,3,0.7,-3.7296
6/6/2023,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,523.92,5,0.2,-72.039
12/1/2021,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Technology,Phones,100.792,1,0.2,10.0792
10/12/2022,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,146.136,3,0.2,16.4403
9/13/2023,Same Day,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,25.06,2,0,11.7782
10/10/2022,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,19.824,6,0.2,6.4428
7/14/2022,Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,823.96,5,0.2,51.4975
4/15/2021,Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,15.984,2,0.2,4.995
10/23/2022,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Tables,801.96,2,0,200.49
3/18/2024,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Technology,Phones,59.97,3,0,0
7/5/2023,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Chairs,1056.86,7,0,306.4894
7/28/2024,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,12.816,3,0.2,4.3254
7/4/2021,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,314.352,3,0.2,-15.7176
1/17/2021,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.98,2,0,8.9206
3/12/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,18.24,6,0.2,6.156
9/18/2021,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,991.2,6,0,257.712
5/18/2023,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,879.984,2,0.2,329.994
8/13/2024,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,12.96,9,0.2,4.536
5/8/2022,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,107.44,10,0.2,10.744
3/14/2023,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0,423.0085
9/23/2023,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0,7.4592
8/8/2021,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0,119.2
8/4/2024,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,87.444,2,0.1,18.4604
10/24/2021,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,76.14,3,0,26.649
3/26/2024,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,19.96,2,0,9.3812
8/23/2023,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,1049.97,5,0.4,-209.994
7/25/2021,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,611.058,3,0.3,-34.9176
11/25/2023,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Fasteners,2.368,2,0.2,0.8288
10/15/2021,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,19.008,3,0.2,6.8904
5/26/2023,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Phones,911.984,2,0.2,113.998
11/3/2024,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Chairs,674.352,3,0.2,-109.5822
10/24/2024,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,134.01,9,0,36.1827
6/26/2024,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Accessories,170.97,3,0,70.0977
12/23/2022,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Furniture,Chairs,170.352,3,0.2,10.647
3/29/2023,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,7.184,2,0.2,2.245
3/15/2022,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,6.28,2,0,0.0628
9/7/2024,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,480.74,2,0,14.4222
11/29/2022,First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Bookcases,616.998,6,0.15,-36.294
2/2/2024,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,141.4,5,0,38.178
6/10/2022,Second Class,Home Office,United States,Canton,Michigan,48187,Central,Office Supplies,Storage,501.81,3,0,0
12/18/2023,First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,691.96,4,0,318.3016
11/24/2021,First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,34.95,5,0,15.378
12/9/2023,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,85.96,7,0,40.4012
3/9/2021,Same Day,Home Office,United States,Quincy,Massachusetts,2169,East,Furniture,Furnishings,85.3,2,0,14.501
6/3/2021,First Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,33.568,8,0.8,-53.7088
5/30/2022,Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,4.95,1,0,2.178
12/6/2022,Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,26.4,5,0,0
11/6/2023,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
6/9/2022,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,823.96,5,0.2,51.4975
1/27/2021,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,10.272,3,0.2,0.8988
4/21/2022,Same Day,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,447.944,7,0.2,89.5888
10/4/2022,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,480.96,3,0.5,-269.3376
3/6/2023,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,124.792,1,0.2,10.9193
7/30/2023,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,40.176,3,0.2,14.5638
12/28/2021,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,10.896,3,0.2,3.9498
6/11/2023,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,10.64,4,0,2.7664
7/12/2023,Standard Class,Consumer,United States,Champaign,Illinois,61821,Central,Furniture,Furnishings,151.96,5,0.6,-182.352
2/9/2024,Second Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,238,2,0,38.08
2/2/2023,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6,0,55.9224
3/30/2024,Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,148.32,9,0,63.7776
11/20/2021,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,240.784,1,0.2,27.0882
11/6/2023,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,191.968,7,0.2,16.7972
3/8/2021,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,11.56,2,0,5.6644
5/31/2021,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Envelopes,11.8,4,0,5.664
6/17/2024,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,842.352,3,0.2,42.1176
11/26/2022,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284
6/27/2023,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,86.058,7,0.7,-63.1092
6/1/2023,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,108.784,2,0.2,6.799
10/13/2023,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,10.272,3,0.2,3.21
12/25/2021,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,38.19,5,0.7,-26.733
9/18/2021,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,49.632,4,0.2,3.7224
3/4/2021,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,52.096,4,0.2,3.9072
6/17/2024,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,9.568,2,0.2,2.99
11/23/2021,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Storage,82.368,2,0.2,-19.5624
4/21/2023,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,364.704,6,0.2,-36.4704
10/27/2022,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,40.256,4,0.2,11.0704
8/26/2021,Standard Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.368,3,0.2,0.3822
8/28/2022,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,12.128,4,0.8,-20.6176
5/2/2021,Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,Technology,Phones,134.85,3,0,37.758
9/16/2021,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,8.56,2,0,2.6536
7/24/2021,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Phones,239.97,3,0,67.1916
4/19/2024,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Storage,356.94,2,0,107.082
4/9/2023,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,659.9,2,0,217.767
9/14/2024,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,1684.752,6,0.2,210.594
9/29/2022,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,559.92,8,0,190.3728
10/22/2021,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,279.944,7,0.2,48.9902
6/9/2023,Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,9.98,5,0.8,-16.467
9/20/2024,Standard Class,Home Office,United States,Texarkana,Arkansas,71854,South,Technology,Accessories,48.9,5,0,18.093
2/18/2023,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,3.552,3,0.2,1.2432
1/27/2021,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
3/20/2022,Standard Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,2.368,2,0.2,0.8288
9/13/2024,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Accessories,127.984,2,0.2,25.5968
1/28/2023,Standard Class,Corporate,United States,Baytown,Texas,77520,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
10/22/2024,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,47.984,2,0.2,-1.1996
1/15/2023,Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,270.34,14,0,75.6952
1/18/2021,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,98.112,7,0.2,18.396
6/29/2024,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,563.808,4,0.2,21.1428
1/20/2024,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,10.428,4,0.7,-6.952
11/11/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,547.136,4,0.2,-68.392
11/18/2024,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,14.85,5,0.4,-3.2175
10/14/2021,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,41.988,2,0.4,-9.7972
8/16/2024,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,7.584,1,0.2,2.37
12/6/2021,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,352.45,5,0.5,-211.47
11/19/2024,First Class,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,470.376,3,0.2,52.9173
10/7/2021,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0,9.3312
3/16/2023,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,9.82,2,0,3.2406
2/28/2024,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,801.6,5,0.5,-448.896
4/25/2021,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,161.568,2,0.2,10.098
4/8/2021,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,16.096,2,0.2,5.2312
5/26/2024,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.656,4,0.7,-6.1248
3/30/2021,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,311.976,3,0.2,-42.8967
6/16/2023,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Storage,61.68,4,0,16.6536
10/2/2024,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,63.96,4,0,30.7008
6/18/2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,359.976,3,0.2,35.9976
12/4/2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,25.344,6,0.2,7.92
9/2/2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,26.72,5,0.2,9.352
7/22/2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,30.28,2,0,1.2112
4/16/2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,57.93,3,0,16.2204
1/4/2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,35.34,2,0,13.4292
8/13/2021,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,137.24,5,0.2,46.3185
8/27/2023,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Furniture,Bookcases,241.332,5,0.32,-14.196
12/17/2023,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,5.184,1,0.2,1.8792
11/2/2023,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Art,145.544,7,0.2,16.3737
4/20/2021,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,5.472,3,0.2,1.6416
10/24/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,0.2,13.1956
12/3/2023,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Art,9.4,5,0,2.726
9/25/2021,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Labels,74,5,0,37
5/25/2024,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Technology,Phones,201.584,2,0.2,12.599
2/5/2023,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Envelopes,28.752,3,0.2,9.3444
11/22/2022,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,27.216,3,0.2,9.8658
11/22/2023,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,197.372,2,0.3,-25.3764
1/15/2023,Same Day,Consumer,United States,Greenwood,Indiana,46142,Central,Furniture,Chairs,1424.9,5,0,356.225
3/7/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,14.56,2,0,6.2608
4/2/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.048,1,0.2,1.0287
9/17/2024,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,25.92,5,0.2,9.072
11/17/2024,Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Supplies,835.17,7,0,16.7034
7/10/2021,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,17.34,3,0,8.4966
12/8/2023,Standard Class,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Paper,44.384,1,0.2,15.5344
2/4/2021,Standard Class,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Supplies,2.944,1,0.2,-0.6624
6/24/2022,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,6.368,2,0.2,1.0348
11/18/2024,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,48.848,2,0.2,15.8756
9/13/2021,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,19.648,2,0.2,6.6312
7/5/2022,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,255.108,6,0.3,-18.222
11/17/2021,Second Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Binders,17.248,2,0.2,6.0368
11/30/2023,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,159.984,2,0.2,13.9986
